trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
34,False,"{'a': 0.3, 'e': 0.6599999999999997}",20,0,-68.39844642748254,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
35,False,"{'a': 0.3, 'e': 0.6499999999999997}",30,0,-151.21069279750625,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
36,False,"{'a': 0.3, 'e': 0.6399999999999997}",25,0,-65.13518951050358,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",1
37,False,"{'a': 0.3, 'e': 0.6299999999999997}",20,0,-137.28943018691555,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
38,False,"{'a': 0.3, 'e': 0.6199999999999997}",25,8,-35.287674595045225,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
39,False,"{'a': 0.3, 'e': 0.6099999999999997}",20,0,-21.5968963124266,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
40,False,"{'a': 0.3, 'e': 0.5999999999999996}",25,0,-106.97480015234547,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
41,False,"{'a': 0.3, 'e': 0.5899999999999996}",20,4,-20.91923275105247,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
42,False,"{'a': 0.3, 'e': 0.5799999999999996}",25,2,-113.06655204158471,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 2}",1
43,False,"{'a': 0.3, 'e': 0.5699999999999996}",30,0,-78.72543282332808,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
44,False,"{'a': 0.3, 'e': 0.5599999999999996}",35,0,-194.2610884095971,"{0: 22, 1: 2, 2: 7, 3: 1, 4: 3}",0
45,False,"{'a': 0.3, 'e': 0.5499999999999996}",20,12,-18.198614015806346,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
46,False,"{'a': 0.3, 'e': 0.5399999999999996}",25,13,8.284991792368393,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
47,False,"{'a': 0.3, 'e': 0.5299999999999996}",35,22,17.151468435828903,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
48,False,"{'a': 0.3, 'e': 0.5199999999999996}",25,11,-47.99233963887287,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
49,False,"{'a': 0.3, 'e': 0.5099999999999996}",20,0,-50.097169529439675,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
50,False,"{'a': 0.3, 'e': 0.49999999999999956}",25,14,6.050199401966474,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
51,False,"{'a': 0.3, 'e': 0.48999999999999955}",20,9,-60.34660069722424,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
52,False,"{'a': 0.3, 'e': 0.47999999999999954}",20,0,-84.49502972916004,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
53,False,"{'a': 0.3, 'e': 0.46999999999999953}",20,11,-3.7124011697143695,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
54,False,"{'a': 0.3, 'e': 0.4599999999999995}",30,0,5.733435861505658,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
55,False,"{'a': 0.3, 'e': 0.4499999999999995}",20,5,-39.26316495576043,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
56,False,"{'a': 0.3, 'e': 0.4399999999999995}",25,5,-137.83473591543574,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 3}",1
57,False,"{'a': 0.3, 'e': 0.4299999999999995}",30,4,-47.56095221243961,"{0: 21, 1: 3, 2: 0, 3: 1, 4: 1}",1
58,False,"{'a': 0.3, 'e': 0.4199999999999995}",25,0,-56.712225962901364,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
59,False,"{'a': 0.3, 'e': 0.4099999999999995}",20,3,-48.71552316811201,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
60,False,"{'a': 0.3, 'e': 0.39999999999999947}",30,19,9.132877242058608,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.3, 'e': 0.38999999999999946}",20,0,-75.26154609775247,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
62,False,"{'a': 0.3, 'e': 0.37999999999999945}",20,0,-56.19261746991745,"{0: 15, 1: 3, 2: 0, 3: 1, 4: 1}",0
63,False,"{'a': 0.3, 'e': 0.36999999999999944}",20,0,-24.59055882251543,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
64,False,"{'a': 0.3, 'e': 0.35999999999999943}",25,16,-30.776635753341253,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 0}",1
65,False,"{'a': 0.3, 'e': 0.3499999999999994}",20,0,2.093134284127632,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
66,False,"{'a': 0.3, 'e': 0.3399999999999994}",20,0,-3.9634597065159314,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
67,False,"{'a': 0.3, 'e': 0.3299999999999994}",25,18,12.07728558515978,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.3, 'e': 0.3199999999999994}",20,14,9.066013959888831,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.3, 'e': 0.3099999999999994}",30,5,-9.772511310004038,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",1
70,False,"{'a': 0.3, 'e': 0.2999999999999994}",30,23,2.874597300861046,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.3, 'e': 0.28999999999999937}",25,0,23.94568925353375,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
72,False,"{'a': 0.3, 'e': 0.27999999999999936}",25,4,-7.01047496979769,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
73,False,"{'a': 0.3, 'e': 0.26999999999999935}",20,11,-6.698101721457116,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
74,False,"{'a': 0.3, 'e': 0.25999999999999934}",25,0,-26.04757079302394,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
75,False,"{'a': 0.3, 'e': 0.24999999999999933}",20,9,18.961705971623488,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.3, 'e': 0.23999999999999932}",20,6,-22.769013918322255,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
77,False,"{'a': 0.3, 'e': 0.22999999999999932}",20,14,13.033060592938199,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.3, 'e': 0.2199999999999993}",20,0,1.1032087689603873,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
79,False,"{'a': 0.3, 'e': 0.2099999999999993}",20,3,1.293830208312231,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
80,False,"{'a': 0.3, 'e': 0.1999999999999993}",20,0,-28.65266361139781,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
81,False,"{'a': 0.3, 'e': 0.18999999999999928}",20,0,-55.65457370589029,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
82,False,"{'a': 0.3, 'e': 0.17999999999999927}",20,0,-24.65414606852483,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
83,False,"{'a': 0.3, 'e': 0.16999999999999926}",20,0,-10.37654786106778,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
84,False,"{'a': 0.3, 'e': 0.15999999999999925}",20,4,24.76642455878533,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.3, 'e': 0.14999999999999925}",20,6,9.05808175263579,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
86,False,"{'a': 0.3, 'e': 0.13999999999999924}",20,0,19.144852826334823,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
87,False,"{'a': 0.3, 'e': 0.12999999999999923}",20,0,-10.713721525835904,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
88,False,"{'a': 0.3, 'e': 0.11999999999999923}",20,2,18.21270996803431,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.3, 'e': 0.10999999999999924}",20,0,16.603160455367295,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
90,False,"{'a': 0.3, 'e': 0.09999999999999924}",20,10,16.29886906589313,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.3, 'e': 0.08999999999999925}",30,1,-10.742666298773146,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 1}",1
92,False,"{'a': 0.3, 'e': 0.07999999999999925}",25,0,36.85727769984077,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.3, 'e': 0.06999999999999926}",20,0,10.275829263479633,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
94,False,"{'a': 0.3, 'e': 0.059999999999999255}",20,0,-5.652861873706329,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
95,False,"{'a': 0.3, 'e': 0.04999999999999925}",20,5,5.036962200333409,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,19,12.632359664903987,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,14,9.916530891967577,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,0,34.47764269054739,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0.0, 'e': 0.0}",25,17,11.419427050776886,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,0,24.438856212650055,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0.0, 'e': 0.0}",25,5,-14.316340412574107,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
7,True,"{'a': 0.0, 'e': 0.0}",30,10,29.940555142393745,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,10,18.918287098027452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",30,6,39.99963209224644,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",30,13,15.382836757956373,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
