trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
31,False,"{'a': 0.1, 'e': 0.6899999999999997}",20,0,-83.85963780273612,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
32,False,"{'a': 0.1, 'e': 0.6799999999999997}",25,0,-151.76801420947413,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
33,False,"{'a': 0.1, 'e': 0.6699999999999997}",25,0,-77.5097086111074,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
34,False,"{'a': 0.1, 'e': 0.6599999999999997}",25,0,-55.15393294717474,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
35,False,"{'a': 0.1, 'e': 0.6499999999999997}",20,0,-26.134936221564246,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
36,False,"{'a': 0.1, 'e': 0.6399999999999997}",20,0,-39.26747761947939,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
37,False,"{'a': 0.1, 'e': 0.6299999999999997}",30,5,12.914445143475081,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
38,False,"{'a': 0.1, 'e': 0.6199999999999997}",25,0,-142.3956190853716,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
39,False,"{'a': 0.1, 'e': 0.6099999999999997}",25,0,-97.8366895420199,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
40,False,"{'a': 0.1, 'e': 0.5999999999999996}",25,0,-36.205009674413176,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
41,False,"{'a': 0.1, 'e': 0.5899999999999996}",20,1,-64.10392205083237,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 1}",1
42,False,"{'a': 0.1, 'e': 0.5799999999999996}",25,0,-59.93838788462495,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
43,False,"{'a': 0.1, 'e': 0.5699999999999996}",25,0,-66.46297574541875,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
44,False,"{'a': 0.1, 'e': 0.5599999999999996}",20,6,-32.22969743247854,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
45,False,"{'a': 0.1, 'e': 0.5499999999999996}",25,13,-29.814930787826444,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
46,False,"{'a': 0.1, 'e': 0.5399999999999996}",30,13,-51.72569845422833,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 0}",1
47,False,"{'a': 0.1, 'e': 0.5299999999999996}",25,0,-48.72876173661282,"{0: 20, 1: 0, 2: 2, 3: 3, 4: 0}",0
48,False,"{'a': 0.1, 'e': 0.5199999999999996}",20,6,-13.311401354902245,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
49,False,"{'a': 0.1, 'e': 0.5099999999999996}",30,12,-16.551310696833863,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
50,False,"{'a': 0.1, 'e': 0.49999999999999956}",20,0,-82.55971769085268,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
51,False,"{'a': 0.1, 'e': 0.48999999999999955}",25,0,-101.37526847452186,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
52,False,"{'a': 0.1, 'e': 0.47999999999999954}",20,0,-81.10022414421576,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",0
53,False,"{'a': 0.1, 'e': 0.46999999999999953}",20,0,-30.649451564396777,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
54,False,"{'a': 0.1, 'e': 0.4599999999999995}",25,0,-33.863005482485775,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
55,False,"{'a': 0.1, 'e': 0.4499999999999995}",20,9,4.11893809296196,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
56,False,"{'a': 0.1, 'e': 0.4399999999999995}",30,8,-45.12599100774435,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
57,False,"{'a': 0.1, 'e': 0.4299999999999995}",20,0,-30.890036342095502,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
58,False,"{'a': 0.1, 'e': 0.4199999999999995}",25,17,-49.91176659481857,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
59,False,"{'a': 0.1, 'e': 0.4099999999999995}",25,0,-158.42820806657144,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
60,False,"{'a': 0.1, 'e': 0.39999999999999947}",20,8,-9.422109394710446,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
61,False,"{'a': 0.1, 'e': 0.38999999999999946}",20,3,-78.6603731545262,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
62,False,"{'a': 0.1, 'e': 0.37999999999999945}",35,8,-106.68365360014326,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 2}",1
63,False,"{'a': 0.1, 'e': 0.36999999999999944}",20,0,-20.732141198492172,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
64,False,"{'a': 0.1, 'e': 0.35999999999999943}",30,0,-126.69957852492851,"{0: 24, 1: 1, 2: 1, 3: 1, 4: 3}",0
65,False,"{'a': 0.1, 'e': 0.3499999999999994}",25,0,-52.904054084539275,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
66,False,"{'a': 0.1, 'e': 0.3399999999999994}",25,4,-22.184881829316538,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
67,False,"{'a': 0.1, 'e': 0.3299999999999994}",20,9,2.8276768267164343,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
68,False,"{'a': 0.1, 'e': 0.3199999999999994}",30,0,-32.05727144230635,"{0: 26, 1: 2, 2: 1, 3: 0, 4: 1}",0
69,False,"{'a': 0.1, 'e': 0.3099999999999994}",20,13,-30.580013120910397,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
70,False,"{'a': 0.1, 'e': 0.2999999999999994}",30,1,-27.20879374016472,"{0: 24, 1: 3, 2: 1, 3: 0, 4: 1}",1
71,False,"{'a': 0.1, 'e': 0.28999999999999937}",30,0,-35.109649586387974,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
72,False,"{'a': 0.1, 'e': 0.27999999999999936}",20,0,-76.81358440555178,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 0}",1
73,False,"{'a': 0.1, 'e': 0.26999999999999935}",25,16,-1.5115851149139599,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
74,False,"{'a': 0.1, 'e': 0.25999999999999934}",30,0,7.939574459985776,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.1, 'e': 0.24999999999999933}",20,10,15.064979784496318,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,False,"{'a': 0.1, 'e': 0.23999999999999932}",20,0,4.9770987045005946,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
77,False,"{'a': 0.1, 'e': 0.22999999999999932}",20,0,-86.15297407453083,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
78,False,"{'a': 0.1, 'e': 0.2199999999999993}",25,15,-57.82781082980987,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
79,False,"{'a': 0.1, 'e': 0.2099999999999993}",20,0,-14.017344541673587,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
80,False,"{'a': 0.1, 'e': 0.1999999999999993}",20,0,-9.975902288197746,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
81,False,"{'a': 0.1, 'e': 0.18999999999999928}",30,14,22.405035856888194,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.1, 'e': 0.17999999999999927}",30,10,-39.90222465252519,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
83,False,"{'a': 0.1, 'e': 0.16999999999999926}",20,0,1.4446387109824643,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
84,False,"{'a': 0.1, 'e': 0.15999999999999925}",25,14,1.0356306564776063,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.1, 'e': 0.14999999999999925}",20,0,7.966870955112329,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
86,False,"{'a': 0.1, 'e': 0.13999999999999924}",25,11,17.378431913149022,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.1, 'e': 0.12999999999999923}",20,0,7.569487648715537,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
88,False,"{'a': 0.1, 'e': 0.11999999999999923}",30,1,-16.120050774230833,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 0}",1
89,False,"{'a': 0.1, 'e': 0.10999999999999924}",30,15,24.606966770021057,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.1, 'e': 0.09999999999999924}",20,0,-21.703908229908876,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
91,False,"{'a': 0.1, 'e': 0.08999999999999925}",20,1,-15.163973939847676,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
92,False,"{'a': 0.1, 'e': 0.07999999999999925}",25,19,10.954301570610188,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.1, 'e': 0.06999999999999926}",20,14,9.703143807567923,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.1, 'e': 0.059999999999999255}",20,4,2.1108111921088524,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
95,False,"{'a': 0.1, 'e': 0.04999999999999925}",20,0,-6.8066762967325944,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1,True,"{'a': 0.0, 'e': 0.0}",20,3,6.4008483159149066,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",30,24,6.6328970634387066,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,14,11.614619964680001,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,17,-27.070184172045646,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,0,7.025007368481261,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
6,True,"{'a': 0.0, 'e': 0.0}",20,6,14.37131500998067,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",30,0,-5.430148448745895,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
8,True,"{'a': 0.0, 'e': 0.0}",30,1,35.1811477774786,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",30,10,-49.89807577565849,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,7,-11.704889043095092,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
